,result_id,Unnamed: 0.1,X,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre_names,date,year,genres,decade,label,romance,horror,scifi
145,145,5176,13,False,/piFvsgzTajaul3HO4g0RQDyjBsf.jpg,"[18, 10749]",2623,en,An Officer and a Gentleman,"Zack Mayo is a young man who has signed up for Navy Flight School. He is a Navy brat who has a bad attitude problem. Sgt. Foley is there to train and evaluate him and will clearly find Zack wanting. Zack meets Paula, a girl who has little beyond family and must decide what it is he wants to do with his life.",2.014179,/1fveHeEaOpGW91ZM4ViT0Jviuak.jpg,1982-07-28,An Officer and a Gentleman,False,6.6,158,"[Drama, Romance]",1982-07-28,1982,"18, 10749",1980,romance,1.0,0.0,0.0
146,146,5271,8,False,/gqkwTIfUIIJKi8LRoZt4uJbuAYO.jpg,"[10749, 18]",18172,en,All the Right Moves,"Sensitive study of a headstrong high school football star who dreams of getting out of his small Western Pennsylvania steel town with a football scholarship. His equally ambitious coach aims at a college position, resulting in a clash which could crush the player's dreams",2.001983,/kSrtxWweaqce1zuzF2rw7uYFwRB.jpg,1983-10-21,All the Right Moves,False,5.5,63,"[Romance, Drama]",1983-10-21,1983,"10749, 18",1980,romance,1.0,0.0,0.0
147,147,5075,12,False,/pcTf3ELE8MJPRC81ki4w4tKPlDc.jpg,"[10749, 80, 18]",11027,en,The Postman Always Rings Twice,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.,1.969539,/p0g8mKDx52ObdNQLhembcMavqeI.jpg,1981-03-20,The Postman Always Rings Twice,False,6.3,76,"[Romance, Crime, Drama]",1981-03-20,1981,"10749, 80, 18",1980,romance,1.0,0.0,0.0
148,148,5680,17,False,/1g2U87rEGRlkNkHU2DzZGJaFa20.jpg,"[18, 14, 10749]",144,de,Der Himmel über Berlin,Wings of Desire is Wim Wender’s artistically beautiful film about the lonely and immortal life of angels during a post-war Berlin. It’s a poetic journey from the perspective of the angels of which one falls in love with a living woman and wants to become a mortal human thus giving up his heavenly life. Filmed in black and white and with a feeling of celebrating life.,1.965807,/3zDaZ59lYvdCMYHi2ufUu7VmjkP.jpg,1987-01-01,Wings of Desire,False,7.4,212,"[Drama, Fantasy, Romance]",1987-01-01,1987,"18, 14, 10749",1980,romance,1.0,0.0,0.0
149,149,5376,13,False,/mHZ9i2NWnVlds80l1xrUgzTIqWf.jpg,"[35, 14, 10749]",2619,en,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",1.945444,/3HZIjFhBCO0q8pIewZqDWi1bWP9.jpg,1984-03-09,Splash,False,6.1,235,"[Comedy, Fantasy, Romance]",1984-03-09,1984,"35, 14, 10749",1980,romance,1.0,0.0,0.0
150,150,5470,7,False,/gfenrYQu3xV9kcgzZxmD2xoIsOJ.jpg,"[28, 35, 18, 10749]",8130,en,Desperately Seeking Susan,"Roberta is a bored suburban housewife who is fascinated with a woman, Susan, she only knows about by reading messages to and from her in the personals section of the newspaper. This fascination reaches a peak when an ad with the headline ""Desperately Seeking Susan"" proposes a rendezvous. Roberta goes too, and in a series of events involving amnesia and mistaken identity, steps into Susan's life.",1.930364,/7aT69yN6Y0m0GQjocEnSk4kESdd.jpg,1985-03-29,Desperately Seeking Susan,False,5.9,77,"[Action, Comedy, Drama, Romance]",1985-03-29,1985,"28, 35, 18, 10749",1980,romance,1.0,0.0,0.0
151,151,5778,15,False,/tVpkaXfP5xCS2Fd19JijUSDvpbg.jpg,"[14, 18, 35, 10749, 10751]",2280,en,Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",1.928439,/cCglgzP9hXrqPqUMGNzISZrK338.jpg,1988-06-03,Big,False,6.9,787,"[Fantasy, Drama, Comedy, Romance, Family]",1988-06-03,1988,"14, 18, 35, 10749, 10751",1980,romance,1.0,0.0,0.0
152,152,5682,19,False,/jVVzHEJUHUxhJmmx3oYQz7zxjf0.jpg,"[35, 10749, 10751]",11215,en,Baby Boom,The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,1.91095,/4buNmfkqNiD7EaJ5I3DPYNuIa1.jpg,1987-09-17,Baby Boom,False,5.8,46,"[Comedy, Romance, Family]",1987-09-17,1987,"35, 10749, 10751",1980,romance,1.0,0.0,0.0
153,153,5684,1,False,/Arx43u2Hu4mnHQe32iSEODbzkAj.jpg,"[35, 18, 10749]",2039,en,Moonstruck,"Cher is devastatingly funny, sinuous and beautiful as Loretta, an unlucky-in-love Italian widow who finds romance through the intervention of the Manhattan moon. With her wedding to a close friend just weeks away, she meets - and falls hopelessly in love with - his younger brother (Cage)!",1.864812,/2OIxyH2zMPYBzaECdIlX81Qc398.jpg,1987-12-18,Moonstruck,False,6.6,126,"[Comedy, Drama, Romance]",1987-12-18,1987,"35, 18, 10749",1980,romance,1.0,0.0,0.0
154,154,5783,0,False,/yvxcYFEnluqmxsIcDiwVC3Vf9XO.jpg,"[18, 10749]",31056,pl,Krótki film o milosci,"19-year-old Tomek whiles away his lonely life by spying on his opposite neighbour Magda through binoculars. She's an artist in her mid-thirties, and appears to have everything - not least a constant stream of men at her beck and call. But when the two finally meet, they discover that they have a lot more in common than appeared at first sight...",1.863356,/m2r0dYsN6geGu2vJqLgM94kaGvB.jpg,1988-01-01,A Short Film About Love,False,7.8,49,"[Drama, Romance]",1988-01-01,1988,"18, 10749",1980,romance,1.0,0.0,0.0
155,155,5879,16,False,/m9TyWTTaaFUNMlNJ3b8Q0gkOiZY.jpg,"[35, 10749]",9494,en,Look Who's Talking,"Mollie is a single working mother who's out to find the perfect father for her child. Her baby, Mikey, prefers James, a cab driver turned babysitter who has what it takes to make them both happy. But Mollie won't even consider James. It's going to take all the tricks a baby can think of to bring them together before it's too late",1.858157,/zyq8wUKk3FVfgkYnI1IVgmypOtG.jpg,1989-10-12,Look Who's Talking,False,5.7,396,"[Comedy, Romance]",1989-10-12,1989,"35, 10749",1980,romance,1.0,0.0,0.0
156,156,5580,17,False,/8aMa4AFayX1pGDVJ6VonDW2Pvyv.jpg,"[35, 18, 10749]",13818,en,Heartburn,"Rachel is a food writer at a New York magazine who meets Washington columnist Mark at a wedding and ends up falling in love with him despite her reservations about marriage. They buy a house, have a daughter, and Rachel thinks they are living happily ever after until she discovers that Mark is having an affair while she is waddling around with a second pregnancy.",1.858015,/2lEISs6Kj1Gs4svXNWAcYcmXlNA.jpg,1986-07-25,Heartburn,False,5.9,37,"[Comedy, Drama, Romance]",1986-07-25,1986,"35, 18, 10749",1980,romance,1.0,0.0,0.0
157,157,5472,9,False,/ulv3akwg3mep2oGvSL7qZ9cxjp3.jpg,"[28, 12, 35, 10749]",10303,en,The Jewel of the Nile,"Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.",1.82793,/iQXxVWuXmaEPhieETkThDgGGKCb.jpg,1985-12-04,The Jewel of the Nile,False,6.1,220,"[Action, Adventure, Comedy, Romance]",1985-12-04,1985,"28, 12, 35, 10749",1980,romance,1.0,0.0,0.0
158,158,5581,18,False,/5WquhxTj51tqKbSYhVHLYRMC5FV.jpg,"[28, 35, 18, 10749]",11300,en,Something Wild,"A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-con husband shows up.",1.821315,/hR5dRWx9qXR8mFeghdkGqccAjgo.jpg,1986-11-07,Something Wild,False,6.7,58,"[Action, Comedy, Drama, Romance]",1986-11-07,1986,"28, 35, 18, 10749",1980,romance,1.0,0.0,0.0
159,159,5276,13,False,/qoXFNXmGNV9twtEg4gz1ViqS2IQ.jpg,"[35, 18, 10749]",2193,en,My Tutor,"High school senior Bobby Chrystal fails his French class, which will block him from entering Yale. His rich, authoritarian father hires an attractive 29-year-old to tutor Bobby over the summer and help him pass a make-up exam. While Bobby's friends lead him away into strange excursions aimed at losing their virginity, Bobby finds all the extracurricular activities he needs with his new tutor.",1.818349,/2b7rg7olnmtSBta2TV4rQdBZQXu.jpg,1983-03-04,My Tutor,False,5.5,13,"[Comedy, Drama, Romance]",1983-03-04,1983,"35, 18, 10749",1980,romance,1.0,0.0,0.0
160,160,4975,12,False,/s5rs0TzqYhlmzJmWbapyveCspYr.jpg,"[53, 18, 80, 10749]",2768,en,American Gigolo,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",1.799419,/kwbOIABYZjLwd8UViMvkw40l2rr.jpg,1980-02-08,American Gigolo,False,5.8,88,"[Thriller, Drama, Crime, Romance]",1980-02-08,1980,"53, 18, 80, 10749",1980,romance,1.0,0.0,0.0
161,161,5686,3,False,/29czxQKnjbrAwPPuKQhawYhjIWN.jpg,"[18, 10749]",67307,en,The Big Town,"It is 1957. J.C. Cullen is a young man from a small town, with a talent for winning at craps, who leaves for the big city to work as a professional gambler. While there, he breaks the bank at a private craps game at the Gem Club, owned by George Cole, and falls in love with two women, one of them Cole's wife.",1.791796,/sWb0spoPsZMy1nXZCPvw41shIyn.jpg,1987-09-25,The Big Town,False,5.6,7,"[Drama, Romance]",1987-09-25,1987,"18, 10749",1980,romance,1.0,0.0,0.0
162,162,5181,18,False,/zVK5QUQExB6hGpdDfRlDe0jTUrN.jpg,"[35, 10402, 10749]",12614,en,Victor/Victoria,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",1.791553,/kiB5oPYSyNXkAE0ttYjUMg49tX1.jpg,1982-04-25,Victor/Victoria,False,6.7,66,"[Comedy, Music, Romance]",1982-04-25,1982,"35, 10402, 10749",1980,romance,1.0,0.0,0.0
163,163,5280,17,False,/qvOulzi62qG8UemTKHbQnKcxH0n.jpg,"[10749, 18, 35]",58843,en,Fanny Hill,"Happily engaged to her handsome fiance, Charles, Fanny is soon hit with one misfortune after another until she is forced to become a prostitute to survive. This is the story, with many erotic asides, of her struggle to regain her pride in herself and find happiness in life once again.",1.777358,/XXxqTcqqb36JbIgaJ9su5mkkPN.jpg,1983-07-15,Fanny Hill,False,4.6,4,"[Romance, Drama, Comedy]",1983-07-15,1983,"10749, 18, 35",1980,romance,1.0,0.0,0.0
164,164,5474,11,False,/heeguNcsSjav0LZbBkfSPWRV5vm.jpg,"[12, 35, 10749]",11418,en,National Lampoon’s European Vacation,"The Griswalds win a vacation to Europe on a game show, and thus pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",1.772686,/QbyzCI54hvCIwt1SQEsq7a6rp8.jpg,1985-07-25,National Lampoon’s European Vacation,False,6.0,189,"[Adventure, Comedy, Romance]",1985-07-25,1985,"12, 35, 10749",1980,romance,1.0,0.0,0.0
165,165,6363,0,False,/ctOEhQiFIHWkiaYp7b0ibSTe5IL.jpg,"[35, 18, 10749]",13,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",7.502855,/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,1994-07-06,Forrest Gump,False,8.1,5956,"[Comedy, Drama, Romance]",1994-07-06,1994,"35, 18, 10749",1990,romance,1.0,0.0,0.0
166,166,6663,0,False,/fVcZErSWa7gyENuj8IWp8eAfCnL.jpg,"[18, 10749, 53]",597,en,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",7.477154,/kHXEpyfl6zqn8a6YuozZUujufXf.jpg,1997-11-18,Titanic,False,7.4,5673,"[Drama, Romance, Thriller]",1997-11-18,1997,"18, 10749, 53",1990,romance,1.0,0.0,0.0
167,167,6064,1,False,/r1xLXJ05bG8hV02No3xNhi8ZcK5.jpg,"[10749, 10751, 16, 14, 10402]",10020,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",6.915522,/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg,1991-11-12,Beauty and the Beast,False,7.4,2143,"[Romance, Family, Animation, Fantasy, Music]",1991-11-12,1991,"10749, 10751, 16, 14, 10402",1990,romance,1.0,0.0,0.0
168,168,6864,1,False,/jlU4FvYxUXaxyYM0worlD7wHdQj.jpg,"[35, 10749]",2105,en,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",5.703438,/k40WFAXMRekWEqsjURO3jiWob67.jpg,1999-07-09,American Pie,False,6.4,1788,"[Comedy, Romance]",1999-07-09,1999,"35, 10749",1990,romance,1.0,0.0,0.0
169,169,6163,0,False,/oZN5w508NSlrmcMql1wohhsQGIg.jpg,"[16, 10751, 35, 12, 14, 10749]",812,en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",5.004526,/qsHpmqekgeQKMKL8PWnFsrXTXGs.jpg,1992-11-25,Aladdin,False,7.4,2544,"[Animation, Family, Comedy, Adventure, Fantasy, Romance]",1992-11-25,1992,"16, 10751, 35, 12, 14, 10749",1990,romance,1.0,0.0,0.0
170,170,6263,0,False,/dTUH9xO3w6vQjcN2ictxgpnAhKm.jpg,"[10749, 14, 18, 35]",137,en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",4.4441,/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg,1993-02-11,Groundhog Day,False,7.4,1814,"[Romance, Fantasy, Drama, Comedy]",1993-02-11,1993,"10749, 14, 18, 35",1990,romance,1.0,0.0,0.0
171,171,5963,0,False,/8XVovs4mLYZmmr2pgU5KYXkohcP.jpg,"[14, 18, 10749]",162,en,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,4.411694,/kgLTB53HinftRRwhft7yrUOclDC.jpg,1990-12-05,Edward Scissorhands,False,7.5,2549,"[Fantasy, Drama, Romance]",1990-12-05,1990,"14, 18, 10749",1990,romance,1.0,0.0,0.0
172,172,6364,1,False,/kQlLZ8JgzVhFH6hlZovZycQSxbP.jpg,"[10749, 35, 80, 14]",854,en,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",4.293209,/v8x8p441l1Bep8p82pAG6rduBoK.jpg,1994-07-29,The Mask,False,6.6,1714,"[Romance, Comedy, Crime, Fantasy]",1994-07-29,1994,"10749, 35, 80, 14",1990,romance,1.0,0.0,0.0
173,173,6667,4,False,/tnP9KQQMqiR7IwqoPWV78ygbB9n.jpg,"[35, 10749]",2898,en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",3.582069,/q2645aW8vgg1g7RL5lil6K93yaA.jpg,1997-12-19,As Good as It Gets,False,7.2,698,"[Comedy, Romance]",1997-12-19,1997,"35, 10749",1990,romance,1.0,0.0,0.0
174,174,6669,6,False,/lxLnW7rV0Xs1HijLEVoOlTMrjKu.jpg,"[16, 10751, 14, 12, 35, 10749]",11970,en,Hercules,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",3.463669,/yds93kIrmH1aNN0YKAcHLyOkNEV.jpg,1997-06-26,Hercules,False,7.2,1166,"[Animation, Family, Fantasy, Adventure, Comedy, Romance]",1997-06-26,1997,"16, 10751, 14, 12, 35, 10749",1990,romance,1.0,0.0,0.0
175,175,6566,3,False,/ldiZsKkwVR7sHnkQZmzoPhKmEo3.jpg,"[18, 10749]",454,en,Romeo + Juliet,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",3.395685,/f9C1NpoQfQ7Z4fJkyihNcjNDQJ.jpg,1996-10-31,Romeo + Juliet,False,6.6,993,"[Drama, Romance]",1996-10-31,1996,"18, 10749",1990,romance,1.0,0.0,0.0
176,176,6764,1,False,/8ZIZJbPXCtnIG1rJpR57iFRyPTt.jpg,"[10749, 35]",544,en,There's Something About Mary,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",3.149352,/hFtnobv2d8WrjhMPCoX4i0oMJio.jpg,1998-07-15,There's Something About Mary,False,6.6,1250,"[Romance, Comedy]",1998-07-15,1998,"10749, 35",1990,romance,1.0,0.0,0.0
177,177,5967,4,False,/fztlIPN1EAO2kFVdJhKaXjAgjhH.jpg,"[10749, 35]",114,en,Pretty Woman,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",3.073138,/4ufvm0uwtvilabyUP5Zo6QeraB2.jpg,1990-03-23,Pretty Woman,False,6.9,1289,"[Romance, Comedy]",1990-03-23,1990,"10749, 35",1990,romance,1.0,0.0,0.0
178,178,6766,3,False,/6bmp4hJKxiZdjlFbypDdHy8LT10.jpg,"[18, 53, 10749]",10278,en,Return to Paradise,"Lewis, Sheriff and Tony are three friends vacationing in Malaysia. Sheriff and Tony eventually leave to pursue careers in New York, but Lewis stays behind to work with orangutans. Two years later, Sheriff and Tony learn that, because of their past actions, Lewis has been arrested for drug possession. With Lewis facing a death sentence, the friends are left with a difficult decision: return to Malaysia and split Lewis' sentence, or let him die.",2.940805,/gXVFFaoePdyxsHnfYh6paqYgY2K.jpg,1998-08-10,Return to Paradise,False,6.4,29,"[Drama, Thriller, Romance]",1998-08-10,1998,"18, 53, 10749",1990,romance,1.0,0.0,0.0
179,179,6568,5,False,/mn1GTWYUpWs7jQnI6C0PJsqa8UI.jpg,"[18, 10749, 10752]",409,en,The English Patient,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",2.933214,/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg,1996-11-14,The English Patient,False,7.0,415,"[Drama, Romance, War]",1996-11-14,1996,"18, 10749, 10752",1990,romance,1.0,0.0,0.0
180,180,6266,3,False,/cjkH1xNQtTVd9suOvFbZItLZGYV.jpg,"[18, 10749, 53]",110143,it,Graffiante desiderio,"In this erotic thriller (Vittoria Bellevedere) is cast as the stereotypical evil woman who charms innocent men with her physical attractions and then destroys them like a praying mantis munching on her unfortunate mate, head first, just after their sexual union. Unlike the female mantis, this woman slowly ruins the life of the man she has seduced instead of finishing him off immediately - providing fodder for the film, and scenes reminiscent of Fatal Attraction and Basic Instinct.",2.761361,/yhJ99vrwkaOgyD8iqqUOLwnxUGg.jpg,1993-05-04,Craving Desire,False,6.3,3,"[Drama, Romance, Thriller]",1993-05-04,1993,"18, 10749, 53",1990,romance,1.0,0.0,0.0
181,181,6869,6,False,/74OOkCoNbMb5bDg1AVXQxmGUTex.jpg,"[18, 10749, 53]",796,en,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",2.693582,/6RQu0J2u7viDa34Nn98sKaHv5jD.jpg,1999-03-05,Cruel Intentions,False,6.6,657,"[Drama, Romance, Thriller]",1999-03-05,1999,"18, 10749, 53",1990,romance,1.0,0.0,0.0
182,182,6675,12,False,/6jXUaq3v9I7A3wmDjarJl27w7Y3.jpg,"[53, 10749]",18222,en,Poison Ivy: The New Seduction,A sinister seductress vows to destroy a suburban family.,2.678559,/zoJYW6qDORHWctx6vC4HgyRKBOk.jpg,1997-01-01,Poison Ivy: The New Seduction,False,4.2,22,"[Thriller, Romance]",1997-01-01,1997,"53, 10749",1990,romance,1.0,0.0,0.0
183,183,6767,4,False,/zL835XyvJ9TZHMARQOjXRP6fq7q.jpg,"[28, 18, 10749]",8656,en,Deep Impact,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",2.672741,/nbF4Tuj4OY8btrjoOHtk64hkKbJ.jpg,1998-05-07,Deep Impact,False,5.8,682,"[Action, Drama, Romance]",1998-05-07,1998,"28, 18, 10749",1990,romance,1.0,0.0,0.0
184,184,6468,5,False,/ocn3pLKJjYmXIP2331pUNC33f5M.jpg,"[18, 10749]",4584,en,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",2.636798,/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg,1995-12-13,Sense and Sensibility,False,7.2,267,"[Drama, Romance]",1995-12-13,1995,"18, 10749",1990,romance,1.0,0.0,0.0
185,185,6677,14,False,/mCeWtocR2vYDQ2iIKB4rAP5DHce.jpg,"[35, 10749]",1610,en,Fever Pitch,"A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail biting climax.",2.628258,/eojvUxccpCNbg4lP99pn6Z0j7sR.jpg,1997-04-04,Fever Pitch,False,6.0,41,"[Comedy, Romance]",1997-04-04,1997,"35, 10749",1990,romance,1.0,0.0,0.0
186,186,5970,7,False,/rgyMubnjg883VdJUKKwASijyAFc.jpg,"[14, 18, 53, 9648, 10749]",251,en,Ghost,Gothamites Sam and Molly see their romance shattered when a street thug kills Sam during a mugging. But love endures beyond the grave when a spectral Sam learns that Molly is in danger and he must find a way to warn her before she suffers his fate.,2.611759,/rtxy3cplRFPUvruZajpcoxOQ7bi.jpg,1990-07-12,Ghost,False,6.7,971,"[Fantasy, Drama, Thriller, Mystery, Romance]",1990-07-12,1990,"14, 18, 53, 9648, 10749",1990,romance,1.0,0.0,0.0
187,187,6367,4,False,/w1Okw5778jLM5cv3gLCCf6zRDSo.jpg,"[12, 16, 10749]",15969,en,The Return of Jafar,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",2.597613,/sC4wDVBMPMxmn5JJqPalMOhQ35U.jpg,1994-12-15,The Return of Jafar,False,5.8,331,"[Adventure, Animation, Romance]",1994-12-15,1994,"12, 16, 10749",1990,romance,1.0,0.0,0.0
188,188,6570,7,False,/t2QU2UEOP4ftYnG00z53FaC32hs.jpg,"[35, 18, 10749]",9390,en,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",2.591204,/clZxYjUEoILgRUUrIUF8p7Jgn09.jpg,1996-12-06,Jerry Maguire,False,6.6,738,"[Comedy, Drama, Romance]",1996-12-06,1996,"35, 18, 10749",1990,romance,1.0,0.0,0.0
189,189,6872,9,False,/oi5EvMTKxhUngCveced3dwx1ctF.jpg,"[35, 10749, 18]",4951,en,10 Things I Hate About You,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",2.550631,/paS5plbzKz3PYddxky6svYYz3hS.jpg,1999-03-30,10 Things I Hate About You,False,7.2,1225,"[Comedy, Romance, Drama]",1999-03-30,1999,"35, 10749, 18",1990,romance,1.0,0.0,0.0
190,190,6768,5,False,/m83O9TqAiZo3F2YgxMpuA5kxGZP.jpg,"[35, 10749]",50124,it,Monella,"The story takes place in northern Italy in the 1950's. Lola and Masetto are about to get married. Masetto wants to keep Lola as a virgin until they are married. But Lola is impatient to remain in chastity until the wedding night. She wants to be sure that Masetto is a good lover, before she commits herself into marriage. She does everything to trick Masetto into breaking the moral tradition.",2.542296,/tuppqjexVPiARCPOHdrfZxyDy3A.jpg,1998-01-21,Monella,False,4.2,36,"[Comedy, Romance]",1998-01-21,1998,"35, 10749",1990,romance,1.0,0.0,0.0
191,191,6572,9,False,/m07ofr2nXKpHtmJthO6I61ODBk1.jpg,"[35, 10749]",8866,en,The Truth About Cats & Dogs,A successful veterinarian &amp; radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,2.483784,/o4QRWInpxMhPbrCQL3ld2R0oAZM.jpg,1996-04-26,The Truth About Cats & Dogs,False,5.7,67,"[Comedy, Romance]",1996-04-26,1996,"35, 10749",1990,romance,1.0,0.0,0.0
192,192,6267,4,False,/9JvO9d5VgQ9Cy0bbAdBAyKK7pWd.jpg,"[10749, 18]",1587,en,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",2.473836,/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg,1993-12-17,What's Eating Gilbert Grape,False,7.5,702,"[Romance, Drama]",1993-12-17,1993,"10749, 18",1990,romance,1.0,0.0,0.0
