"","genre","top1000id","title","nwords","num","numloc","char","apost","quest","colon","hyph","excl","amper","the_st","sentscore"
"2214",1,"2214","The Love Guru",3,0,0,13,0,0,0,0,0,0,1,1
"2215",1,"2215","Passengers",1,0,0,10,0,0,0,0,0,0,0,0
"2217",1,"2217","The Wrestler",2,0,0,12,0,0,0,0,0,0,1,0
"2224",1,"2224","Wonderful World",2,0,0,15,0,0,0,0,0,0,0,1
"2234",1,"2234","The Brothers Bloom",3,0,0,18,0,0,0,0,0,0,1,1
"2247",1,"2247","Kamasutra Nights",2,0,0,16,0,0,0,0,0,0,0,0
"2248",1,"2248","The Burning Plain",3,0,0,17,0,0,0,0,0,0,1,-2
"2249",1,"2249","Diary of a Nymphomaniac",4,0,0,23,0,0,0,0,0,0,0,0
"2256",1,"2256","Made of Honor",3,0,0,13,0,0,0,0,0,0,0,1
"2258",1,"2258","Two Lovers",2,0,0,10,0,0,0,0,0,0,0,0
"2261",1,"2261","The Edge of Love",4,0,0,16,0,0,0,0,0,0,1,1
"2269",1,"2269","Incendiary",1,0,0,10,0,0,0,0,0,0,0,-1
"2270",1,"2270","Management",1,0,0,10,0,0,0,0,0,0,0,0
"2274",1,"2274","Jodhaa Akbar",2,0,0,12,0,0,0,0,0,0,0,0
"2280",1,"2280","Camille",1,0,0,7,0,0,0,0,0,0,0,0
"2282",1,"2282","Picture This",2,0,0,12,0,0,0,0,0,0,0,0
"2283",1,"2283","Don't Look Down",3,0,0,15,1,0,0,0,0,0,0,1
"2291",1,"2291","Love Exposure",2,0,0,13,0,0,0,0,0,0,0,1
"2301",1,"2301","The Cutting Edge 3: Chasing the Dream",7,1,19,37,0,0,1,0,0,0,1,0
"2305",1,"2305","A Matador's Mistress",3,0,0,20,1,0,0,0,0,0,0,-1
"2310",1,"2310","Bart Got a Room",4,0,0,15,0,0,0,0,0,0,0,0
"2311",1,"2311","Loft",1,0,0,4,0,0,0,0,0,0,0,0
"2312",1,"2312","Good Dick",2,0,0,9,0,0,0,0,0,0,0,0
"2319",1,"2319","Alone",1,0,0,5,0,0,0,0,0,0,0,-1
"2323",1,"2323","Smother",1,0,0,7,0,0,0,0,0,0,0,-1
"2348",1,"2348","Rab Ne Bana Di Jodi",5,0,0,19,0,0,0,0,0,0,0,0
"2367",1,"2367","Baby Love",2,0,0,9,0,0,0,0,0,0,0,1
"2369",1,"2369","Revanche",1,0,0,8,0,0,0,0,0,0,0,0
"2386",1,"2386","Little Ashes",2,0,0,12,0,0,0,0,0,0,0,-1
"2392",1,"2392","Coco Chanel",2,0,0,11,0,0,0,0,0,0,0,0
"2402",1,"2402","Peter and Vandy",3,0,0,15,0,0,0,0,0,0,0,0
"2403",1,"2403","Moscow, Belgium",2,0,0,15,0,0,0,0,0,0,0,0
"2416",1,"2416","Smart People",2,0,0,12,0,0,0,0,0,0,0,1
"2424",1,"2424","The Deal",2,0,0,8,0,0,0,0,0,0,1,0
"2429",1,"2429","The Guitar",2,0,0,10,0,0,0,0,0,0,1,0
"2436",1,"2436","The Last Word",3,0,0,13,0,0,0,0,0,0,1,0
"2437",1,"2437","Christmas Cottage",2,0,0,17,0,0,0,0,0,0,0,0
"2457",1,"2457","Jack and Jill vs. the World",6,0,0,27,0,0,0,0,0,0,0,0
"2467",1,"2467","The Other Man",3,0,0,13,0,0,0,0,0,0,1,0
"2474",1,"2474","Newcastle",1,0,0,9,0,0,0,0,0,0,0,0
"2489",1,"2489","Sappho",1,0,0,6,0,0,0,0,0,0,0,0
"2513",1,"2513","Keith",1,0,0,5,0,0,0,0,0,0,0,0
"2514",1,"2514","The Andromeda Strain",3,0,0,20,0,0,0,0,0,0,1,-1
"2515",1,"2515","The Yellow Handkerchief",3,0,0,23,0,0,0,0,0,0,1,0
"2522",1,"2522","Nothing Like the Holidays",4,0,0,25,0,0,0,0,0,0,0,0
"2529",1,"2529","The Loss of a Teardrop Diamond",6,0,0,30,0,0,0,0,0,0,1,-1
"2534",1,"2534","Subramaniapuram",1,0,0,15,0,0,0,0,0,0,0,0
"2536",1,"2536","Genova",1,0,0,6,0,0,0,0,0,0,0,0
"2546",1,"2546","Snakes and Earrings",3,0,0,19,0,0,0,0,0,0,0,0
"2560",1,"2560","Affinity",1,0,0,8,0,0,0,0,0,0,0,1
"2562",1,"2562","Brideshead Revisited",2,0,0,20,0,0,0,0,0,0,0,0
"2578",1,"2578","Silambattam",1,0,0,11,0,0,0,0,0,0,0,0
"2585",1,"2585","Hipsters",1,0,0,8,0,0,0,0,0,0,0,0
"2605",1,"2605","Crazy",1,0,0,5,0,0,0,0,0,0,0,-1
"2618",1,"2618","Lost in Austen",3,0,0,14,0,0,0,0,0,0,0,-1
"2623",1,"2623","Shameless",1,0,0,9,0,0,0,0,0,0,0,-1
"2640",1,"2640","Entre Sábanas",2,0,0,13,0,0,0,0,0,0,0,0
"2650",1,"2650","Passchendaele",1,0,0,13,0,0,0,0,0,0,0,0
"2653",1,"2653","The Other End of the Line",6,0,0,25,0,0,0,0,0,0,1,0
"2657",1,"2657","Snow Angels",2,0,0,11,0,0,0,0,0,0,0,0
"2661",1,"2661","My Mom's New Boyfriend",4,0,0,22,1,0,0,0,0,0,0,0
"2671",1,"2671","Antarctica",1,0,0,10,0,0,0,0,0,0,0,0
"2682",1,"2682","Malice in Wonderland",3,0,0,20,0,0,0,0,0,0,0,-1
"2691",1,"2691","Cape No. 7",3,1,11,10,0,0,0,0,0,0,0,0
"2696",1,"2696","Selamat Pagi Cinta",3,0,0,18,0,0,0,0,0,0,0,0
"2700",1,"2700","Love and Other Crimes",4,0,0,21,0,0,0,0,0,0,0,1
"2725",1,"2725","Gigantic",1,0,0,8,0,0,0,0,0,0,0,0
"2731",1,"2731","Quiet Chaos",2,0,0,11,0,0,0,0,0,0,0,-1
"2749",1,"2749","The Hottie & The Nottie",5,0,0,23,0,0,0,0,0,1,1,0
"2750",1,"2750","The American Mall",3,0,0,17,0,0,0,0,0,0,1,0
"2761",1,"2761","Sita Sings the Blues",4,0,0,20,0,0,0,0,0,0,0,0
"2762",1,"2762","Four Ages of Love",4,0,0,17,0,0,0,0,0,0,0,1
"2773",1,"2773","Dostana",1,0,0,7,0,0,0,0,0,0,0,0
"2777",1,"2777","The Most Wonderful Time of the Year",7,0,0,35,0,0,0,0,0,0,1,2
"2792",1,"2792","Ayakta Kal",2,0,0,10,0,0,0,0,0,0,0,0
"2793",1,"2793","Drift GTR",2,0,0,9,0,0,0,0,0,0,0,0
"2797",1,"2797","The Neighbor",2,0,0,12,0,0,0,0,0,0,1,0
"2799",1,"2799","Last Chance Harvey",3,0,0,18,0,0,0,0,0,0,0,0
"2814",1,"2814","Chaos Theory",2,0,0,12,0,0,0,0,0,0,0,-1
"2822",1,"2822","Giant",1,0,0,5,0,0,0,0,0,0,0,0
"2824",1,"2824","The Family That Preys",4,0,0,21,0,0,0,0,0,0,1,0
"2827",1,"2827","Vanished Empire",2,0,0,15,0,0,0,0,0,0,0,0
"2829",1,"2829","Impact Point",2,0,0,12,0,0,0,0,0,0,0,0
"2833",1,"2833","Safehouse",1,0,0,9,0,0,0,0,0,0,0,0
"2836",1,"2836","What If...?",2,0,0,11,0,1,0,0,0,0,0,0
"2845",1,"2845","The Secret Lives of Second Wives",6,0,0,32,0,0,0,0,0,0,1,0
"2846",1,"2846","Angel",1,0,0,5,0,0,0,0,0,0,0,1
"2855",1,"2855","I Can't Think Straight",4,0,0,22,1,0,0,0,0,0,0,0
"2860",1,"2860","Meet the Browns",3,0,0,15,0,0,0,0,0,0,0,0
"2867",1,"2867","Mrs. Washington Goes to Smith",5,0,0,29,0,0,0,0,0,0,0,0
"2872",1,"2872","Priletit Vdrug Volshebnik",3,0,0,25,0,0,0,0,0,0,0,0
"2874",1,"2874","My Mighty Princess",3,0,0,18,0,0,0,0,0,0,0,0
"2879",1,"2879","Peri Tozu",2,0,0,9,0,0,0,0,0,0,0,0
"2882",1,"2882","Initial D Extra Stage 2",5,1,24,23,0,0,0,0,0,0,0,0
"2893",1,"2893","Friendship",1,0,0,10,0,0,0,0,0,0,0,0
"2894",1,"2894","Frat Party",2,0,0,10,0,0,0,0,0,0,0,0
"2895",1,"2895","French Film",2,0,0,11,0,0,0,0,0,0,0,0
"2911",1,"2911","Apa Kata Hati",3,0,0,13,0,0,0,0,0,0,0,0
"2913",1,"2913","Butterfly Lovers",2,0,0,16,0,0,0,0,0,0,0,0
"2918",1,"2918","Spring 1941",2,1,9,11,0,0,0,0,0,0,0,0
"2925",1,"2925","Bachna Ae Haseeno",3,0,0,17,0,0,0,0,0,0,0,0
"2938",1,"2938","A Complete History of My Sexual Failures",7,0,0,40,0,0,0,0,0,0,0,-1
"2957",1,"2957","Love for Sale",3,0,0,13,0,0,0,0,0,0,0,1
"2962",1,"2962","Hello Goodbye",2,0,0,13,0,0,0,0,0,0,0,0
"2966",1,"2966","Sepi",1,0,0,4,0,0,0,0,0,0,0,0
"2970",1,"2970","Playboy Cops",2,0,0,12,0,0,0,0,0,0,0,0
"2974",1,"2974","The Ramen Girl",3,0,0,14,0,0,0,0,0,0,1,0
"2979",1,"2979","(500) Days of Summer",4,1,3,20,0,0,0,0,0,0,0,0
"2982",1,"2982","The Rebound",2,0,0,11,0,0,0,0,0,0,1,0
"2991",1,"2991","The Proposal",2,0,0,12,0,0,0,0,0,0,1,0
"2993",1,"2993","Julie & Julia",3,0,0,13,0,0,0,0,0,1,0,0
"2994",1,"2994","Confessions of a Shopaholic",4,0,0,27,0,0,0,0,0,0,0,-1
"3004",1,"3004","Solitary Man",2,0,0,12,0,0,0,0,0,0,0,0
"3011",1,"3011","Ghosts of Girlfriends Past",4,0,0,26,0,0,0,0,0,0,0,0
"3012",1,"3012","Up in the Air",4,0,0,13,0,0,0,0,0,0,0,0
"3023",1,"3023","It's Complicated",2,0,0,16,1,0,0,0,0,0,0,-1
"3024",1,"3024","He's Just Not That Into You",6,0,0,27,1,0,0,0,0,0,0,0
"3032",1,"3032","New York, I Love You",5,0,0,20,0,0,0,0,0,0,0,1
"3035",1,"3035","The Ugly Truth",3,0,0,14,0,0,0,0,0,0,1,-1
"3039",1,"3039","The Young Victoria",3,0,0,18,0,0,0,0,0,0,1,0
"3042",1,"3042","Love Happens",2,0,0,12,0,0,0,0,0,0,0,1
"3043",1,"3043","My Life in Ruins",4,0,0,16,0,0,0,0,0,0,0,-1
"3054",1,"3054","The Time Traveler's Wife",4,0,0,24,1,0,0,0,0,0,1,0
"3058",1,"3058","The Secret in Their Eyes",5,0,0,24,0,0,0,0,0,0,1,0
"3060",1,"3060","I Love You, Beth Cooper",5,0,0,23,0,0,0,0,0,0,0,1
"3067",1,"3067","Whatever Works",2,0,0,14,0,0,0,0,0,0,0,0
"3068",1,"3068","Hannah Montana: The Movie",4,0,0,25,0,0,1,0,0,0,0,0
"3077",1,"3077","The Good Heart",3,0,0,14,0,0,0,0,0,0,1,1
"3084",1,"3084","Youth in Revolt",3,0,0,15,0,0,0,0,0,0,0,-1
"3094",1,"3094","3 Idiots",2,1,2,8,0,0,0,0,0,0,0,-1
"3096",1,"3096","The Open Road",3,0,0,13,0,0,0,0,0,0,1,0
"3101",1,"3101","The Last Station",3,0,0,16,0,0,0,0,0,0,1,0
"3112",1,"3112","Bright Star",2,0,0,11,0,0,0,0,0,0,0,1
"3113",1,"3113","Nine",1,0,0,4,0,0,0,0,0,0,0,0
"3114",1,"3114","Serious Moonlight",2,0,0,17,0,0,0,0,0,0,0,0
"3117",1,"3117","Couples Retreat",2,0,0,15,0,0,0,0,0,0,0,-1
"3122",1,"3122","I Am Love",3,0,0,9,0,0,0,0,0,0,0,1
"3123",1,"3123","Crazy Heart",2,0,0,11,0,0,0,0,0,0,0,-1
"3127",1,"3127","An Education",2,0,0,12,0,0,0,0,0,0,0,0
"3134",1,"3134","According to Greta",3,0,0,18,0,0,0,0,0,0,0,0
"3141",1,"3141","Veronika Decides to Die",4,0,0,23,0,0,0,0,0,0,0,-1
"3143",1,"3143","A Single Man",3,0,0,12,0,0,0,0,0,0,0,0
"3151",1,"3151","Adam",1,0,0,4,0,0,0,0,0,0,0,0
"3162",1,"3162","Miss March",2,0,0,10,0,0,0,0,0,0,0,-1
"3167",1,"3167","Castaway on the Moon",4,0,0,20,0,0,0,0,0,0,0,0
"3172",1,"3172","Rabbit Without Ears 2",4,1,22,21,0,0,0,0,0,0,0,0
"3184",1,"3184","I Love You Phillip Morris",5,0,0,25,0,0,0,0,0,0,0,1
"3190",1,"3190","Fame",1,0,0,4,0,0,0,0,0,0,0,1
"3205",1,"3205","Nurse's Confession",2,0,0,18,1,0,0,0,0,0,0,-1
"3213",1,"3213","Wonderful World",2,0,0,15,0,0,0,0,0,0,0,1
"3220",1,"3220","12 Men of Christmas",4,1,2,19,0,0,0,0,0,0,0,0
"3235",1,"3235","Frequently Asked Questions About Time Travel",6,0,0,44,0,0,0,0,0,0,0,0
"3293",1,"3293","Cheri",1,0,0,5,0,0,0,0,0,0,0,0
"3298",1,"3298","Today's Special",2,0,0,15,1,0,0,0,0,0,0,0
"3303",1,"3303","TiMER",1,0,0,5,0,0,0,0,0,0,0,0
"3312",1,"3312","New in Town",3,0,0,11,0,0,0,0,0,0,0,0
"3319",1,"3319","Dev.D",1,0,0,5,0,0,0,0,0,0,0,0
"3331",1,"3331","Baby on Board",3,0,0,13,0,0,0,0,0,0,0,0
"3338",1,"3338","Away We Go",3,0,0,10,0,0,0,0,0,0,0,0
"3345",1,"3345","The Private Lives of Pippa Lee",6,0,0,30,0,0,0,0,0,0,1,0
"3362",1,"3362","Broken Embraces",2,0,0,15,0,0,0,0,0,0,0,-1
"3365",1,"3365","Mother and Child",3,0,0,16,0,0,0,0,0,0,0,0
"3370",1,"3370","Leaving",1,0,0,7,0,0,0,0,0,0,0,0
"3372",1,"3372","Possession",1,0,0,10,0,0,0,0,0,0,0,0
"3380",1,"3380","The Answer Man",3,0,0,14,0,0,0,0,0,0,1,0
"3388",1,"3388","Ondine",1,0,0,6,0,0,0,0,0,0,0,0
"3401",1,"3401","Peter and Vandy",3,0,0,15,0,0,0,0,0,0,0,0
"3404",1,"3404","The Good Guy",3,0,0,12,0,0,0,0,0,0,1,1
"3406",1,"3406","I Hate Valentine's Day",4,0,0,22,1,0,0,0,0,0,0,-1
"3409",1,"3409","Brief Interviews with Hideous Men",5,0,0,33,0,0,0,0,0,0,0,-1
"3411",1,"3411","Fly High",2,0,0,8,0,0,0,0,0,0,0,0
"3416",1,"3416","Blue Seduction",2,0,0,14,0,0,0,0,0,0,0,0
"3425",1,"3425","Not Easily Broken",3,0,0,17,0,0,0,0,0,0,0,0
"3428",1,"3428","Across the Hall",3,0,0,15,0,0,0,0,0,0,0,0
"3435",1,"3435","World's Greatest Dad",3,0,0,20,1,0,0,0,0,0,0,0
"3440",1,"3440","Wild Grass",2,0,0,10,0,0,0,0,0,0,0,-1
"3447",1,"3447","The Break-up Artist",3,0,0,19,0,0,0,1,0,0,1,-1
"3488",1,"3488","Amelia",1,0,0,6,0,0,0,0,0,0,0,0
"3489",1,"3489","Every Jack has a Jill",5,0,0,21,0,0,0,0,0,0,0,0
"3511",1,"3511","The Good Witch's Garden",4,0,0,23,1,0,0,0,0,0,1,1
"3526",1,"3526","Coco Chanel & Igor Stravinsky",5,0,0,29,0,0,0,0,0,1,0,0
"3529",1,"3529","The Last Flight",3,0,0,15,0,0,0,0,0,0,1,0
"3535",1,"3535","I Give My First Love to You",7,0,0,27,0,0,0,0,0,0,0,1
"3546",1,"3546","Eyes Wide Open",3,0,0,14,0,0,0,0,0,0,0,0
"3552",1,"3552","Barefoot to the Neck",4,0,0,20,0,0,0,0,0,0,0,0
"3553",1,"3553","Fire in Her Bed",4,0,0,15,0,0,0,0,0,0,0,0
"3565",1,"3565","Paper Heart",2,0,0,11,0,0,0,0,0,0,0,0
"3583",1,"3583","Labor Pains",2,0,0,11,0,0,0,0,0,0,0,-1
"3588",1,"3588","House of Boys",3,0,0,13,0,0,0,0,0,0,0,0
"3599",1,"3599","The Invention of Lying",4,0,0,22,0,0,0,0,0,0,1,-1
"3603",1,"3603","Paper Castles",2,0,0,13,0,0,0,0,0,0,0,0
"3606",1,"3606","The Pagan Queen",3,0,0,15,0,0,0,0,0,0,1,0
"3611",1,"3611","Above the Street, Below the Water",6,0,0,33,0,0,0,0,0,0,0,0
"3623",1,"3623","Before You Say 'I Do'",5,0,0,21,1,0,0,0,0,0,0,0
"3624",1,"3624","Love Hurts",2,0,0,10,0,0,0,0,0,0,0,0
"3633",1,"3633","Separation City",2,0,0,15,0,0,0,0,0,0,0,0
"3638",1,"3638","Divorces",1,0,0,8,0,0,0,0,0,0,0,0
"3646",1,"3646","Mercy",1,0,0,5,0,0,0,0,0,0,0,0
"3648",1,"3648","Ayan",1,0,0,4,0,0,0,0,0,0,0,0
"3663",1,"3663","Steppin: The Movie",3,0,0,18,0,0,1,0,0,0,0,0
"3665",1,"3665","Kambakkht Ishq",2,0,0,14,0,0,0,0,0,0,0,0
"3678",1,"3678","Cartagena",1,0,0,9,0,0,0,0,0,0,0,0
"3679",1,"3679","Malice in Wonderland",3,0,0,20,0,0,0,0,0,0,0,-1
"3683",1,"3683","7 Kocalı Hürmüz",3,1,2,15,0,0,0,0,0,0,0,0
"3705",1,"3705","My Rainy Days",3,0,0,13,0,0,0,0,0,0,0,0
"3724",1,"3724","1981",1,1,2,4,0,0,0,0,0,0,0,0
"3731",1,"3731","Taking Chances",2,0,0,14,0,0,0,0,0,0,0,0
"3733",1,"3733","The Double Hour",3,0,0,15,0,0,0,0,0,0,1,0
"3735",1,"3735","Undertow",1,0,0,8,0,0,0,0,0,0,0,0
"3736",1,"3736","Ang Tanging Pamilya (A Marry-Go-Round!)",5,0,0,39,0,0,0,1,1,0,0,0
"3749",1,"3749","Tulpan",1,0,0,6,0,0,0,0,0,0,0,0
"3758",1,"3758","Cairo Time",2,0,0,10,0,0,0,0,0,0,0,0
"3775",1,"3775","The House of Sun",4,0,0,16,0,0,0,0,0,0,1,0
"3779",1,"3779","Me and Orson Welles",4,0,0,19,0,0,0,0,0,0,0,0
"3782",1,"3782","Hello My Love",3,0,0,13,0,0,0,0,0,0,0,1
"3784",1,"3784","Ayakta Kal",2,0,0,10,0,0,0,0,0,0,0,0
"3807",1,"3807","Heavenly Touch",2,0,0,14,0,0,0,0,0,0,0,0
"3809",1,"3809","Georgia O'Keeffe",2,0,0,16,1,0,0,0,0,0,0,0
"3813",1,"3813","Giant",1,0,0,5,0,0,0,0,0,0,0,0
"3815",1,"3815","Falling Up",2,0,0,10,0,0,0,0,0,0,0,-1
"3818",1,"3818","Kanthaswamy",1,0,0,11,0,0,0,0,0,0,0,0
"3840",1,"3840","Dokan Shehata",2,0,0,13,0,0,0,0,0,0,0,0
"3850",1,"3850","Light Gradient",2,0,0,14,0,0,0,0,0,0,0,0
"3858",1,"3858","The Fish Child",3,0,0,14,0,0,0,0,0,0,1,0
"3859",1,"3859","Mrs. Washington Goes to Smith",5,0,0,29,0,0,0,0,0,0,0,0
"3861",1,"3861","Change of Plans",3,0,0,15,0,0,0,0,0,0,0,0
"3862",1,"3862","Virtuality",1,0,0,10,0,0,0,0,0,0,0,0
"3874",1,"3874","Dangerous Attractions",2,0,0,21,0,0,0,0,0,0,0,-1
"3889",1,"3889","Love Aaj Kal",3,0,0,12,0,0,0,0,0,0,0,1
"3891",1,"3891","Frat Party",2,0,0,10,0,0,0,0,0,0,0,0
"3893",1,"3893","Killer Bride's Perfect Crime",4,0,0,28,1,0,0,0,0,0,0,-1
"3894",1,"3894","From Beginning to End",4,0,0,21,0,0,0,0,0,0,0,0
"3900",1,"3900","Happy Ever Afters",3,0,0,17,0,0,0,0,0,0,0,1
"3911",1,"3911","Map of the Sounds of Tokyo",6,0,0,26,0,0,0,0,0,0,0,0
"3915",1,"3915","Boring Love",2,0,0,11,0,0,0,0,0,0,0,0
"3923",1,"3923","Bunny and the Bull",4,0,0,18,0,0,0,0,0,0,0,0
"3934",1,"3934","Pelican Blood",2,0,0,13,0,0,0,0,0,0,0,0
"3938",1,"3938","Unmade Beds",2,0,0,11,0,0,0,0,0,0,0,0
"3940",1,"3940","Lippels Traum",2,0,0,13,0,0,0,0,0,0,0,0
"3951",1,"3951","Uncertainty",1,0,0,11,0,0,0,0,0,0,0,0
"3952",1,"3952","Cherrybomb",1,0,0,10,0,0,0,0,0,0,0,0
"3960",1,"3960","Never Let Me Go",4,0,0,15,0,0,0,0,0,0,0,0
"3967",1,"3967","Love & Other Drugs",4,0,0,18,0,0,0,0,0,1,0,1
"3978",1,"3978","The Tourist",2,0,0,11,0,0,0,0,0,0,1,0
"3982",1,"3982","Step Up 3D",3,1,10,10,0,0,0,0,0,0,0,0
"3983",1,"3983","Dear John",2,0,0,9,0,0,0,0,0,0,0,0
"3993",1,"3993","She's Out of My League",5,0,0,22,1,0,0,0,0,0,0,0
"3995",1,"3995","Life As We Know It",5,0,0,18,0,0,0,0,0,0,0,0
"3996",1,"3996","Leap Year",2,0,0,9,0,0,0,0,0,0,0,0
"3999",1,"3999","The Next Three Days",4,0,0,19,0,0,0,0,0,0,1,0
"4009",1,"4009","Heartbreaker",1,0,0,12,0,0,0,0,0,0,0,-1
"4015",1,"4015","Burlesque",1,0,0,9,0,0,0,0,0,0,0,0
"4024",1,"4024","Valentine's Day",2,0,0,15,1,0,0,0,0,0,0,0
"4031",1,"4031","4.3.2.1",1,1,2,7,0,0,0,0,0,0,0,0
"4038",1,"4038","The Romantics",2,0,0,13,0,0,0,0,0,0,1,0
"4040",1,"4040","The Back-Up Plan",3,0,0,16,0,0,0,1,0,0,1,0
"4047",1,"4047","Happythankyoumoreplease",1,0,0,23,0,0,0,0,0,0,0,0
"4050",1,"4050","You Again",2,0,0,9,0,0,0,0,0,0,0,0
"4055",1,"4055","Waiting for Forever",3,0,0,19,0,0,0,0,0,0,0,0
"4057",1,"4057","Three Steps Above Heaven",4,0,0,24,0,0,0,0,0,0,0,1
"4061",1,"4061","The Bang Bang Club",4,0,0,18,0,0,0,0,0,0,1,0
"4066",1,"4066","All Good Things",3,0,0,15,0,0,0,0,0,0,0,1
"4071",1,"4071","Letters to Juliet",3,0,0,17,0,0,0,0,0,0,0,0
"4077",1,"4077","My Name Is Khan",4,0,0,15,0,0,0,0,0,0,0,0
"4081",1,"4081","Sex and the City 2",5,1,19,18,0,0,0,0,0,0,0,0
"4082",1,"4082","Flipped",1,0,0,7,0,0,0,0,0,0,0,0
"4086",1,"4086","Blue Valentine",2,0,0,14,0,0,0,0,0,0,0,0
"4088",1,"4088","Bedways",1,0,0,7,0,0,0,0,0,0,0,0
"4101",1,"4101","Crazy on the Outside",4,0,0,20,0,0,0,0,0,0,0,-1
"4106",1,"4106","Killers",1,0,0,7,0,0,0,0,0,0,0,0
"4110",1,"4110","Little Fockers",2,0,0,14,0,0,0,0,0,0,0,-1
"4114",1,"4114","Everything Must Go",3,0,0,18,0,0,0,0,0,0,0,0
"4123",1,"4123","Leap Year",2,0,0,9,0,0,0,0,0,0,0,0
"4127",1,"4127","Jack Goes Boating",3,0,0,17,0,0,0,0,0,0,0,0
"4128",1,"4128","LelleBelle",1,0,0,10,0,0,0,0,0,0,0,0
"4135",1,"4135","How Do You Know",4,0,0,15,0,0,0,0,0,0,0,0
"4146",1,"4146","Remember Me",2,0,0,11,0,0,0,0,0,0,0,0
"4147",1,"4147","Last Night",2,0,0,10,0,0,0,0,0,0,0,0
"4153",1,"4153","X",1,0,0,1,0,0,0,0,0,0,0,0
"4160",1,"4160","Womb",1,0,0,4,0,0,0,0,0,0,0,0
"4161",1,"4161","Come Undone",2,0,0,11,0,0,0,0,0,0,0,-1
"4165",1,"4165","Going the Distance",3,0,0,18,0,0,0,0,0,0,0,0
"4168",1,"4168","The Switch",2,0,0,10,0,0,0,0,0,0,1,0
"4173",1,"4173","The Last Song",3,0,0,13,0,0,0,0,0,0,1,0
"4177",1,"4177","Group Sex",2,0,0,9,0,0,0,0,0,0,0,0
"4180",1,"4180","Single By Contract",3,0,0,18,0,0,0,0,0,0,0,0
"4210",1,"4210","Beginners",1,0,0,9,0,0,0,0,0,0,0,0
"4211",1,"4211","You Will Meet a Tall Dark Stranger",7,0,0,34,0,0,0,0,0,0,0,-2
"4227",1,"4227","Cyrus",1,0,0,5,0,0,0,0,0,0,0,0
"4228",1,"4228","Coach",1,0,0,5,0,0,0,0,0,0,0,0
"4232",1,"4232","Just Wright",2,0,0,11,0,0,0,0,0,0,0,0
"4241",1,"4241","The First Grader",3,0,0,16,0,0,0,0,0,0,1,0
"4246",1,"4246","Life Love Lust",3,0,0,14,0,0,0,0,0,0,0,1
"4248",1,"4248","Bloomington",1,0,0,11,0,0,0,0,0,0,0,0
"4257",1,"4257","Revenge of the Bridesmaids",4,0,0,26,0,0,0,0,0,0,0,-1
"4268",1,"4268","Heartbeats",1,0,0,10,0,0,0,0,0,0,0,0
"4270",1,"4270","Bloodworth",1,0,0,10,0,0,0,0,0,0,0,0
"4273",1,"4273","Morning Glory",2,0,0,13,0,0,0,0,0,0,0,1
"4275",1,"4275","Daydream Nation",2,0,0,15,0,0,0,0,0,0,0,0
"4283",1,"4283","Eternity",1,0,0,8,0,0,0,0,0,0,0,0
"4299",1,"4299","When in Rome",3,0,0,12,0,0,0,0,0,0,0,0
"4308",1,"4308","Beauty & the Briefcase",4,0,0,22,0,0,0,0,0,1,0,1
"4315",1,"4315","Room in Rome",3,0,0,12,0,0,0,0,0,0,0,0
"4324",1,"4324","Listen to Your Heart",4,0,0,20,0,0,0,0,0,0,0,0
"4334",1,"4334","Ceremony",1,0,0,8,0,0,0,0,0,0,0,0
"4345",1,"4345","Shanghai",1,0,0,8,0,0,0,0,0,0,0,0
"4351",1,"4351","Chico & Rita",3,0,0,12,0,0,0,0,0,1,0,0
"4363",1,"4363","The Edge",2,0,0,8,0,0,0,0,0,0,1,0
"4370",1,"4370","Young Goethe in Love",4,0,0,20,0,0,0,0,0,0,0,1
"4371",1,"4371","The Boy She Met Online",5,0,0,22,0,0,0,0,0,0,1,0
"4373",1,"4373","Country Strong",2,0,0,14,0,0,0,0,0,0,0,0
"4374",1,"4374","Why Did I Get Married Too?",6,0,0,26,0,1,0,0,0,0,0,0
"4393",1,"4393","The Servant",2,0,0,11,0,0,0,0,0,0,1,0
"4394",1,"4394","Every Day",2,0,0,9,0,0,0,0,0,0,0,0
"4401",1,"4401","The Prince & Me 4: The Elephant Adventure",8,1,18,41,0,0,1,0,0,1,1,0
"4413",1,"4413","Greenberg",1,0,0,9,0,0,0,0,0,0,0,0
"4419",1,"4419","Double Wedding",2,0,0,14,0,0,0,0,0,0,0,0
"4425",1,"4425","The Perfect Date",3,0,0,16,0,0,0,0,0,0,1,1
"4430",1,"4430","Time of Eve: The Movie",5,0,0,22,0,0,1,0,0,0,0,0
"4432",1,"4432","Sorry if I Want to Marry You",7,0,0,28,0,0,0,0,0,0,0,-1
"4440",1,"4440","Carancho",1,0,0,8,0,0,0,0,0,0,0,0
"4444",1,"4444","Beautiful Lies",2,0,0,14,0,0,0,0,0,0,0,0
"4451",1,"4451","Wasted on the Young",4,0,0,19,0,0,0,0,0,0,0,-1
"4452",1,"4452","The Names of Love",4,0,0,17,0,0,0,0,0,0,1,1
"4455",1,"4455","StarStruck",1,0,0,10,0,0,0,0,0,0,0,0
"4461",1,"4461","An Invisible Sign",3,0,0,17,0,0,0,0,0,0,0,-1
"4468",1,"4468","The Disappearance of Haruhi Suzumiya",5,0,0,36,0,0,0,0,0,0,1,0
"4470",1,"4470","Love, In Between",3,0,0,16,0,0,0,0,0,0,0,1
"4471",1,"4471","Nice Guy Johnny",3,0,0,15,0,0,0,0,0,0,0,1
